1648,5136,918,2824,3867,860,3712,2968,3525,4323,3617,4360,2756,89,442,3556,5261,2492,5062,2486,4942,2267,4809,3853,2288
1648,1,0.402980188,-0.14220565,0.517619804,0.300199615,0.480536602,-0.312411915,0.38334848,0.09277465,0.098190594,-0.041734053,0.264424787,0.261268363,0.464609969,0.022307772,-0.191987916,0.493007605,0.360643872,0.551088837,0.002544106,0.116652742,-0.429182783,0.394370912,-0.304422009,0.245047749
5136,0.402980188,1,0.118978538,0.057916299,0.341734155,0.24137699,0.131398453,0.206694835,0.360056295,0.033642474,0.138547908,0.152948051,0.148881598,0.562448739,0.414438202,0.488606983,0.328119627,0.422236427,0.226634834,0.305803261,0.037769112,0.240727705,0.411676185,0.189233983,0.390066749
918,-0.14220565,0.118978538,1,-0.317063244,0.294557592,0.468333294,0.092036696,-0.045854431,0.367567568,-0.035394031,0.011316244,-0.231659777,0.148431209,0.267028696,0.304139036,0.373225784,0.470972123,0.06995614,-0.054762399,0.133812027,0.015169115,-0.27309601,0.082528161,0.667168253,0.119162308
2824,0.517619804,0.057916299,-0.317063244,1,-0.060912668,-0.008066025,0.46291005,0.214760073,0.1699072,0.119350275,0.282755724,-0.005326208,-0.087746603,0.241566592,0.116532481,-0.201275252,0.228340639,0.238699995,0.259659844,0.247096829,0.149246698,-0.361465759,0.474973696,-0.262073217,0.166999292
3867,0.300199615,0.341734155,0.294557592,-0.060912668,1,0.282497337,0.400274504,0.264249491,0.125193367,-0.33360165,-0.066575939,-0.09380124,0.31010409,-0.003878024,0.113581189,0.174084804,0.29797732,0.476683281,0.293867712,0.438991554,-0.162818363,-0.295965534,0.054518427,0.464110148,0.379856265
860,0.480536602,0.24137699,0.468333294,-0.008066025,0.282497337,1,0.171150976,0.072927375,0.387132646,0.146157587,0.219929048,-0.005315722,0.32349911,0.539065851,0.18127589,0.347470129,0.399436429,0.207314255,0.311363401,0.276305741,0.079697874,0.212990986,0.165608258,0.162313995,0.279677057
3712,-0.312411915,0.131398453,0.092036696,0.46291005,0.400274504,0.171150976,1,0.065014866,0.095622789,-0.292500743,-0.038900019,-0.364324318,0.126899001,-0.051319593,0.227129865,0.016406234,-0.240763629,-0.115254155,0.247693272,0.166912843,0.146011102,0.009685486,-0.451625417,0.193659602,0.113266179
2968,0.38334848,0.206694835,-0.045854431,0.214760073,0.264249491,0.072927375,0.065014866,1,0.02852895,-0.073252184,0.312572952,0.053024279,0.143347221,-0.118084503,0.100840544,0.049131975,-0.009041346,0.203613364,0.033300757,0.137981937,0.070601568,0.10945156,-0.083562099,-0.089316694,0.22921933
3525,0.09277465,0.360056295,0.367567568,0.1699072,0.125193367,0.387132646,0.095622789,0.02852895,1,0.210879497,0.243283251,-0.086060879,0.058364768,0.475494852,0.201734217,0.475710901,0.306957066,0.136343086,0.30175048,0.143413527,0.056099713,0.179907684,0.28464779,0.170757058,0.193131261
4323,0.098190594,0.033642474,-0.035394031,0.119350275,-0.33360165,0.146157587,-0.292500743,-0.073252184,0.210879497,1,0.022907492,0.252528664,-0.221788759,0.258865692,-0.024336623,-0.040606218,0.155044675,-0.204164285,0.26365447,0.167197567,-0.084592428,0.315712026,0.085672913,-0.109892074,-0.279385103
3617,-0.041734053,0.138547908,0.011316244,0.282755724,-0.066575939,0.219929048,-0.038900019,0.312572952,0.243283251,0.022907492,1,-0.346185965,0.08161338,0.278334687,-0.263877384,0.079570607,-0.165627541,0.053305852,0.007809521,-0.244637446,-0.030709138,-0.070659615,0.268595379,-0.143503381,0.013283598
4360,0.264424787,0.152948051,-0.231659777,-0.005326208,-0.09380124,-0.005315722,-0.364324318,0.053024279,-0.086060879,0.252528664,-0.346185965,1,0.09184198,-0.115491676,0.197105166,0.072992691,0.161882027,-0.000311445,-0.077598015,0.039389316,-0.15609129,0.408592376,0.179652307,0.280402248,0.040328014
2756,0.261268363,0.148881598,0.148431209,-0.087746603,0.31010409,0.32349911,0.126899001,0.143347221,0.058364768,-0.221788759,0.08161338,0.09184198,1,0.290591241,0.017590846,0.10178419,-0.140953073,0.150475725,0.024572199,-0.031130456,-0.133768282,0.142067299,0.015140397,0.181210218,-0.00593477
89,0.464609969,0.562448739,0.267028696,0.241566592,-0.003878024,0.539065851,-0.051319593,-0.118084503,0.475494852,0.258865692,0.278334687,-0.115491676,0.290591241,1,0.296826147,0.326773629,0.291476405,0.372675589,0.525990443,0.123380276,0.178087648,0.088599884,0.668515954,0.179679627,0.155868569
