442,0.022307772,0.414438202,0.304139036,0.116532481,0.113581189,0.18127589,0.227129865,0.100840544,0.201734217,-0.024336623,-0.263877384,0.197105166,0.017590846,0.296826147,1,0.251660013,0.046822055,0.218574909,0.150430893,0.280392337,0.038378236,0.262520375,0.064179382,-0.023439189,0.257864248
3556,-0.191987916,0.488606983,0.373225784,-0.201275252,0.174084804,0.347470129,0.016406234,0.049131975,0.475710901,-0.040606218,0.079570607,0.072992691,0.10178419,0.326773629,0.251660013,1,0.086664527,0.15873886,-0.016164413,0.25653738,-0.055137469,0.503246845,0.100276626,0.423224629,0.222457739
5261,0.493007605,0.328119627,0.470972123,0.228340639,0.29797732,0.399436429,-0.240763629,-0.009041346,0.306957066,0.155044675,-0.165627541,0.161882027,-0.140953073,0.291476405,0.046822055,0.086664527,1,0.149165319,0.372176645,0.19808639,0.270928014,-0.393376273,0.455273783,0.039050179,0.374263798
2492,0.360643872,0.422236427,0.06995614,0.238699995,0.476683281,0.207314255,-0.115254155,0.203613364,0.136343086,-0.204164285,0.053305852,-0.000311445,0.150475725,0.372675589,0.218574909,0.15873886,0.149165319,1,0.276883419,0.158001745,0.035825376,-0.345494692,0.449025244,0.289410125,0.169239063
5062,0.551088837,0.226634834,-0.054762399,0.259659844,0.293867712,0.311363401,0.247693272,0.033300757,0.30175048,0.26365447,0.007809521,-0.077598015,0.024572199,0.525990443,0.150430893,-0.016164413,0.372176645,0.276883419,1,0.403808876,0.028520897,0.107820527,0.428054728,0.407043527,0.27886776
2486,0.002544106,0.305803261,0.133812027,0.247096829,0.438991554,0.276305741,0.166912843,0.137981937,0.143413527,0.167197567,-0.244637446,0.039389316,-0.031130456,0.123380276,0.280392337,0.25653738,0.19808639,0.158001745,0.403808876,1,-0.068420747,0.173797207,0.105760967,0.472360555,0.257462342
4942,0.116652742,0.037769112,0.015169115,0.149246698,-0.162818363,0.079697874,0.146011102,0.070601568,0.056099713,-0.084592428,-0.030709138,-0.15609129,-0.133768282,0.178087648,0.038378236,-0.055137469,0.270928014,0.035825376,0.028520897,-0.068420747,1,-0.346386174,-0.004637638,0.143671865,0.074475846
2267,-0.429182783,0.240727705,-0.27309601,-0.361465759,-0.295965534,0.212990986,0.009685486,0.10945156,0.179907684,0.315712026,-0.070659615,0.408592376,0.142067299,0.088599884,0.262520375,0.503246845,-0.393376273,-0.345494692,0.107820527,0.173797207,-0.346386174,1,-0.339844518,0.16595962,0.156340941
4809,0.394370912,0.411676185,0.082528161,0.474973696,0.054518427,0.165608258,-0.451625417,-0.083562099,0.28464779,0.085672913,0.268595379,0.179652307,0.015140397,0.668515954,0.064179382,0.100276626,0.455273783,0.449025244,0.428054728,0.105760967,-0.004637638,-0.339844518,1,0.542191878,0.435520339
3853,-0.304422009,0.189233983,0.667168253,-0.262073217,0.464110148,0.162313995,0.193659602,-0.089316694,0.170757058,-0.109892074,-0.143503381,0.280402248,0.181210218,0.179679627,-0.023439189,0.423224629,0.039050179,0.289410125,0.407043527,0.472360555,0.143671865,0.16595962,0.542191878,1,0.080403468
2288,0.245047749,0.390066749,0.119162308,0.166999292,0.379856265,0.279677057,0.113266179,0.22921933,0.193131261,-0.279385103,0.013283598,0.040328014,-0.00593477,0.155868569,0.257864248,0.222457739,0.374263798,0.169239063,0.27886776,0.257462342,0.074475846,0.156340941,0.435520339,0.080403468,1
